movieId,qtdRatings,summRatings,meanRatings
119436,1.00,1.00,1.00
103593,3.00,12.50,4.17
4226,34790.00,145038.50,4.17
85270,6.00,23.00,3.83
8650,142.00,534.50,3.76
32062,8.00,23.50,2.94
117716,2.00,3.50,1.75
1304,16921.00,68278.50,4.04
6786,801.00,3037.50,3.79
8131,728.00,2715.00,3.73
100521,2.00,10.00,5.00
112179,3.00,10.00,3.33
96296,17.00,62.00,3.65
79321,9.00,26.50,2.94
66537,4.00,16.00,4.00
7383,158.00,502.00,3.18
140956,1.00,4.50,4.50
63688,2.00,6.50,3.25
75825,12.00,31.50,2.62
112253,1.00,4.50,4.50
4105,5505.00,20309.00,3.69
1845,2474.00,9187.00,3.71
51573,61.00,231.00,3.79
77177,71.00,268.00,3.77
96337,9.00,31.00,3.44
134354,3.00,12.00,4.00
25927,267.00,986.50,3.69
8693,21.00,60.50,2.88
47681,9.00,24.00,2.67
55671,14.00,46.50,3.32
78064,16.00,50.00,3.12
85874,33.00,100.00,3.03
137423,3.00,9.50,3.17
130748,1.00,3.00,3.00
3671,11534.00,44515.50,3.86
44972,1508.00,3589.00,2.38
80891,20.00,62.00,3.10
87392,6.00,18.00,3.00
118346,1.00,0.50,0.50
135635,1.00,2.50,2.50
116726,8.00,19.50,2.44
136876,1.00,5.00,5.00
112383,1.00,3.00,3.00
6380,1852.00,7293.50,3.94
56051,6.00,17.50,2.92
132012,13.00,37.00,2.85
92518,5.00,9.50,1.90
119796,3.00,8.50,2.83
122770,4.00,11.00,2.75
128626,5.00,20.50,4.10
43836,970.00,2623.00,2.70
27792,181.00,594.50,3.28
27366,121.00,463.50,3.83
140178,1.00,2.50,2.50
88022,47.00,177.00,3.77
134540,1.00,3.50,3.50
140377,1.00,5.00,5.00
31975,8.00,25.50,3.19
137887,1.00,2.50,2.50
143341,1.00,4.00,4.00
134528,104.00,276.00,2.65
81456,139.00,500.50,3.60
100157,10.00,32.50,3.25
145921,2.00,4.50,2.25
93840,2832.00,10319.50,3.64
55854,49.00,173.50,3.54
147200,3.00,11.00,3.67
108332,3.00,9.50,3.17
74532,438.00,1202.50,2.75
83577,9.00,32.00,3.56
26377,6.00,17.00,2.83
31502,208.00,709.00,3.41
5341,652.00,2469.50,3.79
4656,40.00,128.50,3.21
104421,8.00,28.00,3.50
145342,2.00,8.50,4.25
149462,1.00,2.00,2.00
111726,9.00,24.00,2.67
3275,9038.00,35549.00,3.93
89190,319.00,868.50,2.72
104612,2.00,7.00,3.50
85344,10.00,21.00,2.10
47047,18.00,51.50,2.86
114070,4.00,15.00,3.75
130834,1.00,2.50,2.50
119210,1.00,3.50,3.50
76753,38.00,116.00,3.05
120779,3.00,10.00,3.33
125910,2.00,7.50,3.75
2944,7951.00,30360.00,3.82
138462,2.00,8.00,4.00
62063,11.00,38.50,3.50
150878,2.00,7.00,3.50
146592,2.00,6.50,3.25
137565,3.00,11.50,3.83
62999,1423.00,4710.50,3.31
6233,222.00,620.00,2.79
8954,34.00,120.00,3.53
60686,14.00,45.50,3.25
139098,10.00,42.00,4.20
137759,10.00,37.50,3.75
214,993.00,4018.50,4.05
7705,266.00,1000.50,3.76
4540,124.00,302.00,2.44
96571,3.00,9.50,3.17
102969,1.00,3.00,3.00
6032,236.00,895.00,3.79
5857,54.00,104.00,1.93
79731,8.00,26.00,3.25
25837,9.00,31.00,3.44
83246,11.00,35.00,3.18
127268,1.00,3.50,3.50
51905,1.00,3.00,3.00
135605,1.00,2.00,2.00
8727,89.00,288.50,3.24
27426,61.00,175.50,2.88
117851,380.00,1267.50,3.34
108153,10.00,36.00,3.60
138200,2.00,6.50,3.25
149546,2.00,3.50,1.75
1396,13381.00,48618.50,3.63
26871,73.00,201.00,2.75
102588,110.00,404.00,3.67
6216,695.00,2707.50,3.90
4679,2945.00,9668.00,3.28
6916,23.00,62.50,2.72
83293,99.00,374.50,3.78
99843,13.00,47.50,3.65
144594,3.00,12.00,4.00
6419,163.00,569.50,3.49
25868,212.00,800.00,3.77
113159,83.00,245.00,2.95
79594,19.00,75.00,3.95
112307,2.00,5.00,2.50
32022,137.00,445.00,3.25
96283,56.00,174.50,3.12
102005,24.00,79.00,3.29
141355,2.00,7.50,3.75
2404,4014.00,9853.50,2.45
72921,44.00,146.00,3.32
106102,43.00,129.00,3.00
79278,2.00,7.00,3.50
86546,24.00,80.00,3.33
123941,2.00,8.00,4.00
151571,1.00,5.00,5.00
58937,71.00,244.50,3.44
68685,55.00,159.50,2.90
93322,5.00,19.50,3.90
113793,4.00,17.00,4.25
124368,1.00,0.50,0.50
413,6799.00,19118.50,2.81
115569,2646.00,10231.00,3.87
4760,24.00,76.50,3.19
145775,4.00,15.00,3.75
71246,52.00,181.00,3.48
4379,28.00,53.00,1.89
74404,4.00,15.50,3.88
80763,21.00,64.50,3.07
98965,1.00,3.50,3.50
87385,3.00,9.00,3.00
134849,72.00,296.00,4.11
60007,110.00,375.00,3.41
582,139.00,466.50,3.36
139086,3.00,11.50,3.83
26718,1.00,5.00,5.00
135172,1.00,2.50,2.50
101285,412.00,1195.00,2.90
135512,8.00,33.00,4.12
99043,9.00,30.50,3.39
27486,1.00,1.50,1.50
135974,4.00,11.00,2.75
108991,5.00,18.50,3.70
56797,10.00,29.50,2.95
51935,2747.00,9934.00,3.62
65037,165.00,580.50,3.52
126309,1.00,2.50,2.50
118560,1.00,3.00,3.00
101466,1.00,2.50,2.50
7288,41.00,149.50,3.65
64550,5.00,14.50,2.90
100075,6.00,17.00,2.83
1225,21875.00,88924.50,4.07
1686,1007.00,3161.00,3.14
5769,135.00,477.00,3.53
132214,2.00,3.00,1.50
114431,1.00,3.00,3.00
87608,12.00,32.00,2.67
97690,4.00,12.50,3.12
120136,3.00,9.00,3.00
146698,1.00,3.50,3.50
4278,593.00,2244.50,3.78
65631,95.00,309.00,3.25
106848,6.00,11.50,1.92
135741,3.00,8.50,2.83
87928,7.00,21.50,3.07
138028,1.00,4.00,4.00
147060,1.00,4.00,4.00
105630,11.00,30.50,2.77
133593,3.00,10.50,3.50
51402,11.00,40.50,3.68
149938,1.00,3.00,3.00
5893,960.00,3614.50,3.77
2008,104.00,271.00,2.61
91974,569.00,1801.50,3.17
6538,1492.00,5081.50,3.41
92126,5.00,15.50,3.10
136606,2.00,7.50,3.75
80109,5.00,14.50,2.90
144392,3.00,10.50,3.50
2959,48879.00,206950.00,4.23
2396,25664.00,98355.50,3.83
31702,167.00,610.00,3.65
142154,3.00,5.50,1.83
84736,1.00,2.50,2.50
110779,1.00,1.00,1.00
4369,7911.00,22901.50,2.89
2925,874.00,3530.00,4.04
115145,8.00,29.50,3.69
136596,8.00,28.50,3.56
112596,2.00,3.00,1.50
45412,52.00,195.00,3.75
6272,50.00,170.50,3.41
114678,121.00,422.50,3.49
120833,2.00,6.00,3.00
5248,366.00,676.50,1.85
137319,1.00,2.50,2.50
3762,14.00,32.50,2.32
86748,7.00,21.50,3.07
81347,5.00,17.00,3.40
142218,2.00,7.50,3.75
1392,1752.00,6356.00,3.63
5764,166.00,503.00,3.03
118574,1.00,4.00,4.00
51773,24.00,84.50,3.52
6677,9.00,19.00,2.11
122315,1.00,4.00,4.00
142548,1.00,4.50,4.50
43497,78.00,298.50,3.83
46929,14.00,34.50,2.46
107565,37.00,134.50,3.64
138422,2.00,6.50,3.25
7444,3998.00,12348.50,3.09
4210,2011.00,7180.00,3.57
66317,88.00,315.50,3.59
136866,2.00,8.50,4.25
59016,534.00,1754.00,3.28
74653,33.00,121.50,3.68
93752,9.00,33.50,3.72
136223,1.00,2.50,2.50
33639,608.00,2354.00,3.87
95654,410.00,1616.50,3.94
97832,58.00,205.00,3.53
9018,734.00,2801.50,3.82
86162,1.00,1.00,1.00
79127,4.00,11.00,2.75
118932,1.00,3.00,3.00
3337,15.00,45.50,3.03
8679,10.00,29.50,2.95
91261,25.00,94.00,3.76
42407,2.00,1.50,0.75
32291,647.00,2125.50,3.29
8720,178.00,439.50,2.47
3936,619.00,2177.50,3.52
130794,3.00,13.50,4.50
181,2865.00,5665.50,1.98
891,2157.00,5640.50,2.61
141004,36.00,111.00,3.08
106245,1.00,3.50,3.50
66509,1123.00,3591.00,3.20
7375,653.00,2058.50,3.15
105560,4.00,9.50,2.38
32605,17.00,45.50,2.68
148464,1.00,4.00,4.00
133109,1.00,1.00,1.00
113723,1.00,3.50,3.50
47868,22.00,77.50,3.52
83897,7.00,23.50,3.36
26762,31.00,101.00,3.26
51024,122.00,416.00,3.41
2486,75.00,185.50,2.47
146230,1.00,5.00,5.00
135192,1.00,4.00,4.00
1367,9648.00,29805.50,3.09
2005,11648.00,42071.50,3.61
53127,263.00,784.00,2.98
148717,1.00,3.00,3.00
108756,2.00,4.50,2.25
8821,39.00,94.50,2.42
66618,29.00,106.50,3.67
108186,1.00,3.50,3.50
99594,4.00,11.00,2.75
67865,7.00,27.00,3.86
116293,1.00,1.00,1.00
38388,279.00,933.00,3.34
74148,28.00,102.50,3.66
142198,1.00,3.50,3.50
140856,4.00,12.50,3.12
130560,2.00,6.50,3.25
5135,3023.00,11591.50,3.83
1134,62.00,195.00,3.15
62054,12.00,44.00,3.67
4625,352.00,974.00,2.77
3850,47.00,134.00,2.85
86955,28.00,88.50,3.16
80836,17.00,48.50,2.85
72512,2.00,3.50,1.75
82770,13.00,38.50,2.96
131002,4.00,13.00,3.25
140261,5.00,15.00,3.00
4628,659.00,2191.00,3.32
6725,311.00,740.50,2.38
119948,22.00,56.50,2.57
32959,4.00,12.50,3.12
2613,1492.00,4534.00,3.04
105794,9.00,20.00,2.22
62304,11.00,37.50,3.41
32160,159.00,596.00,3.75
146050,13.00,51.50,3.96
126793,3.00,9.00,3.00
27675,11.00,31.00,2.82
111882,1.00,4.00,4.00
1172,10790.00,44524.50,4.13
3908,1191.00,2578.00,2.16
129937,283.00,904.50,3.20
69949,19.00,63.00,3.32
1740,21.00,55.50,2.64
85392,18.00,54.00,3.00
141771,1.00,1.00,1.00
6753,2315.00,8691.50,3.75
5672,511.00,721.50,1.41
7995,36.00,120.00,3.33
8009,30.00,94.50,3.15
67925,14.00,52.00,3.71
100103,1.00,0.50,0.50
99855,5.00,15.00,3.00
132340,1.00,2.00,2.00
72165,263.00,789.00,3.00
59260,48.00,163.00,3.40
88073,3.00,10.50,3.50
142610,1.00,4.50,4.50
100232,1.00,3.00,3.00
149554,1.00,3.00,3.00
100363,57.00,176.00,3.09
699,18.00,40.50,2.25
148640,2.00,5.00,2.50
85332,5.00,11.50,2.30
151543,1.00,4.00,4.00
1394,16151.00,62602.00,3.88
47063,9.00,27.50,3.06
78893,747.00,1656.00,2.22
81765,2.00,3.00,1.50
5496,95.00,355.00,3.74
7560,928.00,3653.00,3.94
8680,60.00,192.00,3.20
98836,67.00,206.00,3.07
91558,6.00,18.00,3.00
26738,3.00,7.00,2.33
5506,1062.00,3246.50,3.06
104059,3.00,5.00,1.67
96259,8.00,25.50,3.19
90021,6.00,19.00,3.17
91067,3.00,9.50,3.17
26209,5.00,14.50,2.90
147122,3.00,9.00,3.00
131086,1.00,2.50,2.50
95,25145.00,78429.50,3.12
40955,340.00,1216.00,3.58
136337,14.00,50.50,3.61
96697,1.00,3.00,3.00
88398,3.00,10.00,3.33
83316,9.00,30.00,3.33
92726,3.00,8.50,2.83
8469,11.00,31.50,2.86
745,13090.00,54067.00,4.13
81520,36.00,129.00,3.58
73820,22.00,65.00,2.95
71027,13.00,49.00,3.77
61136,30.00,90.50,3.02
142628,4.00,13.00,3.25
113831,2.00,6.50,3.25
85323,2.00,2.50,1.25
1061,10063.00,36490.00,3.63
4142,481.00,1152.50,2.40
105911,24.00,80.00,3.33
90355,2.00,7.00,3.50
119565,20.00,78.50,3.92
98107,9.00,25.50,2.83
112261,3.00,8.50,2.83
147899,3.00,6.50,2.17
303,7637.00,23215.50,3.04
99800,7.00,21.00,3.00
6236,62.00,215.00,3.47
129474,8.00,20.50,2.56
77339,7.00,15.00,2.14
91253,2.00,5.00,2.50
135127,9.00,29.50,3.28
134957,2.00,8.00,4.00
89527,1.00,2.50,2.50
92706,1.00,3.00,3.00
4502,779.00,1606.50,2.06
93324,44.00,162.50,3.69
37211,67.00,220.50,3.29
49263,127.00,416.00,3.28
102176,2.00,1.00,0.50
77629,153.00,544.00,3.56
72045,11.00,36.50,3.32
102526,1.00,4.50,4.50
2953,7647.00,19470.00,2.55
1659,102.00,313.00,3.07
148982,1.00,1.50,1.50
3641,76.00,255.00,3.36
6836,26.00,65.00,2.50
70649,11.00,39.50,3.59
133814,2.00,8.00,4.00
44653,65.00,233.50,3.59
69809,24.00,66.50,2.77
137427,1.00,3.00,3.00
135155,1.00,3.50,3.50
67957,49.00,169.50,3.46
136582,1.00,3.50,3.50
3085,38.00,106.50,2.80
80122,6.00,18.00,3.00
131252,29.00,105.50,3.64
148116,1.00,3.00,3.00
8132,3808.00,14981.00,3.93
93391,2.00,5.00,2.50
115770,36.00,141.00,3.92
134350,1.00,3.00,3.00
86553,5.00,15.00,3.00
5001,230.00,827.50,3.60
136792,1.00,0.50,0.50
122254,2.00,6.00,3.00
59399,35.00,105.00,3.00
122292,6.00,14.00,2.33
78528,5.00,15.50,3.10
110061,1.00,4.00,4.00
126544,1.00,2.00,2.00
1188,8498.00,32283.50,3.80
3392,1075.00,2367.50,2.20
3576,1224.00,4368.50,3.57
36752,16.00,38.00,2.38
140541,3.00,8.50,2.83
89930,17.00,52.00,3.06
127048,1.00,0.50,0.50
43675,2.00,7.00,3.50
113354,2.00,7.50,3.75
140463,1.00,5.00,5.00
98581,1.00,3.00,3.00
147611,3.00,10.00,3.33
68974,7.00,27.50,3.93
84890,4.00,13.00,3.25
147895,5.00,14.50,2.90
377,43418.00,151797.00,3.50
92378,4.00,14.50,3.62
139423,4.00,14.00,3.50
133409,1.00,3.50,3.50
1006,1603.00,5230.00,3.26
8208,102.00,362.00,3.55
91012,2.00,4.50,2.25
103563,2.00,7.50,3.75
116050,1.00,4.50,4.50
134262,1.00,1.50,1.50
121231,492.00,1687.00,3.43
71135,1263.00,4369.50,3.46
139062,3.00,6.00,2.00
116941,12.00,31.00,2.58
2393,9539.00,30444.50,3.19
128924,5.00,18.00,3.60
119670,12.00,42.50,3.54
81054,15.00,48.00,3.20
116205,4.00,9.00,2.25
5990,247.00,671.50,2.72
143709,4.00,16.50,4.12
139549,1.00,2.00,2.00
60745,31.00,109.00,3.52
116171,7.00,20.00,2.86
1711,5097.00,16581.50,3.25
112412,15.00,43.00,2.87
78579,25.00,63.00,2.52
6348,185.00,398.00,2.15
132110,2.00,7.50,3.75
142098,1.00,4.00,4.00
124841,1.00,2.00,2.00
142048,1.00,2.00,2.00
93578,43.00,132.50,3.08
7066,74.00,262.50,3.55
95425,4.00,17.00,4.25
5668,1120.00,3919.50,3.50
89090,123.00,473.50,3.85
81248,7.00,22.00,3.14
98815,1.00,2.50,2.50
26001,9.00,31.00,3.44
125421,1.00,2.50,2.50
139751,1.00,4.50,4.50
54278,171.00,444.00,2.60
4715,124.00,356.50,2.88
2079,144.00,469.00,3.26
104317,6.00,23.50,3.92
67878,1.00,3.00,3.00
1049,5458.00,18621.00,3.41
1681,2356.00,4897.50,2.08
5294,2605.00,9534.50,3.66
7720,583.00,2105.50,3.61
90897,1.00,4.00,4.00
130856,1.00,4.00,4.00
89367,14.00,48.00,3.43
138322,1.00,3.50,3.50
96794,4.00,11.50,2.88
109848,567.00,1865.50,3.29
54378,54.00,166.50,3.08
99373,13.00,39.00,3.00
147434,4.00,16.00,4.00
137050,1.00,5.00,5.00
60411,33.00,115.50,3.50
136431,9.00,31.50,3.50
143201,1.00,4.00,4.00
57401,271.00,842.00,3.11
140108,2.00,8.00,4.00
274,1224.00,3504.50,2.86
71542,165.00,595.00,3.61
101583,4.00,11.00,2.75
121403,2.00,6.00,3.00
100719,3.00,8.00,2.67
122025,1.00,3.00,3.00
136814,2.00,5.50,2.75
4510,68.00,179.00,2.63
101168,11.00,26.00,2.36
84805,6.00,22.50,3.75
3854,315.00,1151.00,3.65
5029,124.00,359.00,2.90
57778,7.00,26.50,3.79
144260,3.00,9.00,3.00
59709,211.00,653.00,3.09
89277,4.00,7.00,1.75
64784,3.00,8.50,2.83
4413,46.00,99.00,2.15
132549,23.00,78.00,3.39
82007,6.00,20.50,3.42
134402,2.00,2.00,1.00
144956,2.00,8.00,4.00
104493,1.00,0.50,0.50
112423,4.00,13.00,3.25
69302,9.00,25.00,2.78
131834,10.00,27.50,2.75
139877,1.00,3.00,3.00
111783,17.00,58.50,3.44
873,45.00,135.50,3.01
112177,3.00,7.00,2.33
136453,2.00,6.00,3.00
127667,1.00,3.00,3.00
108072,1.00,1.50,1.50
110387,50.00,180.00,3.60
90471,87.00,290.50,3.34
100401,23.00,69.00,3.00
105320,1.00,3.00,3.00
132468,5.00,22.00,4.40
81643,3.00,6.50,2.17
127238,1.00,4.00,4.00
1703,740.00,2015.50,2.72
1529,256.00,863.50,3.37
5184,191.00,521.50,2.73
32917,15.00,46.50,3.10
85572,31.00,77.50,2.50
129405,3.00,9.00,3.00
79848,6.00,16.00,2.67
92600,4.00,14.00,3.50
107842,1.00,3.00,3.00
83801,11.00,38.50,3.50
78308,20.00,61.00,3.05
6682,80.00,289.50,3.62
33330,12.00,38.50,3.21
33117,8.00,31.50,3.94
94931,179.00,624.50,3.49
6722,392.00,1435.50,3.66
134240,7.00,23.00,3.29
53600,5.00,16.50,3.30
151601,1.00,3.00,3.00
105150,1.00,1.50,1.50
90522,371.00,1140.00,3.07
95690,17.00,53.50,3.15
81359,10.00,34.50,3.45
139779,3.00,4.00,1.33
59392,453.00,1659.00,3.66
2482,358.00,1172.50,3.28
117368,18.00,59.00,3.28
143705,2.00,6.50,3.25
133001,2.00,4.00,2.00
138222,2.00,4.50,2.25
69231,9.00,28.50,3.17
139140,2.00,6.50,3.25
99308,2.00,6.00,3.00
36883,21.00,74.50,3.55
104743,1.00,1.00,1.00
141680,1.00,2.00,2.00
614,168.00,523.00,3.11
1887,609.00,1585.50,2.60
112580,40.00,112.50,2.81
100882,49.00,174.00,3.55
92389,3.00,8.00,2.67
5359,297.00,1024.50,3.45
744,38.00,111.00,2.92
103081,8.00,30.50,3.81
8265,72.00,164.50,2.28
122098,2.00,1.50,0.75
2139,5062.00,18781.00,3.71
59131,20.00,37.00,1.85
8451,283.00,1018.50,3.60
99243,2.00,9.00,4.50
8982,229.00,855.50,3.74
150888,1.00,2.50,2.50
8950,6567.00,25114.50,3.82
6533,656.00,2436.00,3.71
51931,1015.00,3707.50,3.65
103055,99.00,259.00,2.62
54605,34.00,119.50,3.51
145080,7.00,21.50,3.07
259,2045.00,6285.50,3.07
4516,281.00,646.00,2.30
5017,678.00,2696.50,3.98
107754,2.00,7.00,3.50
82320,6.00,19.00,3.17
104339,233.00,791.00,3.39
91302,17.00,62.50,3.68
142935,1.00,2.50,2.50
41688,17.00,61.00,3.59
512,1262.00,3683.50,2.92
3409,6029.00,18771.00,3.11
2594,2729.00,10615.50,3.89
127242,1.00,3.00,3.00
99314,1.00,1.00,1.00
123600,2.00,6.50,3.25
4164,261.00,773.50,2.96
132208,2.00,6.00,3.00
145064,7.00,23.00,3.29
79430,23.00,78.00,3.39
114130,4.00,13.00,3.25
113862,223.00,763.00,3.42
145279,1.00,3.00,3.00
126032,2.00,4.50,2.25
26216,3.00,9.00,3.00
123219,1.00,3.00,3.00
91866,16.00,35.00,2.19
7985,12.00,39.00,3.25
123627,1.00,3.00,3.00
149782,1.00,2.50,2.50
6582,534.00,1676.00,3.14
27020,473.00,1569.50,3.32
44189,93.00,269.00,2.89
143389,4.00,16.00,4.00
6496,9.00,26.00,2.89
65698,2.00,7.00,3.50
85772,1.00,2.00,2.00
2780,463.00,1487.50,3.21
96306,20.00,64.00,3.20
8262,14.00,49.00,3.50
96193,2.00,5.00,2.50
27619,160.00,511.00,3.19
127138,11.00,29.50,2.68
139901,2.00,4.00,2.00
69475,3.00,10.00,3.33
78640,11.00,36.50,3.32
107747,4.00,9.50,2.38
93621,4.00,4.50,1.12
1753,2589.00,8503.50,3.28
4941,1784.00,5468.50,3.07
6246,25.00,75.00,3.00
142921,2.00,1.50,0.75
504,1165.00,3466.00,2.98
6883,233.00,720.50,3.09
45003,234.00,796.50,3.40
68242,3.00,9.00,3.00
141992,1.00,2.00,2.00
54796,564.00,1939.50,3.44
7301,189.00,720.00,3.81
149328,1.00,3.50,3.50
42208,23.00,66.50,2.89
72947,27.00,99.50,3.69
131478,13.00,32.00,2.46
150523,1.00,5.00,5.00
139327,2.00,5.00,2.50
148797,1.00,4.00,4.00
7922,42.00,132.00,3.14
32783,8.00,18.50,2.31
79870,12.00,41.00,3.42
107621,1.00,2.00,2.00
83275,1.00,3.00,3.00
591,35.00,71.50,2.04
116311,2.00,6.50,3.25
5634,32.00,100.00,3.12
3312,8.00,19.00,2.38
132975,2.00,8.00,4.00
1060,10464.00,40175.00,3.84
950,3507.00,14587.00,4.16
4823,3769.00,12552.00,3.33
310,258.00,713.50,2.77
116161,470.00,1569.00,3.34
4403,292.00,980.00,3.36
105936,1.00,3.00,3.00
101058,1.00,2.00,2.00
119149,1.00,3.00,3.00
2288,9713.00,36881.00,3.80
8460,127.00,415.50,3.27
86826,3.00,8.00,2.67
64197,561.00,2118.00,3.78
78247,40.00,114.50,2.86
147903,2.00,6.00,3.00
4045,143.00,468.50,3.28
77291,15.00,43.50,2.90
7619,713.00,2744.00,3.85
1466,11535.00,43811.00,3.80
64032,419.00,1210.00,2.89
125183,2.00,6.50,3.25
6381,10.00,25.50,2.55
93790,243.00,938.00,3.86
34330,60.00,171.00,2.85
60827,13.00,43.00,3.31
97667,3.00,7.50,2.50
26850,68.00,239.00,3.51
97694,16.00,35.00,2.19
103500,1.00,4.00,4.00
73590,17.00,54.00,3.18
107625,4.00,16.00,4.00
7924,442.00,1734.00,3.92
27032,198.00,668.00,3.37
69432,18.00,55.00,3.06
106700,3.00,5.00,1.67
151647,1.00,2.50,2.50
149520,1.00,3.00,3.00
131500,3.00,4.50,1.50
120901,1.00,3.50,3.50
53443,22.00,78.00,3.55
122341,1.00,2.50,2.50
149364,1.00,3.00,3.00
1863,1113.00,2510.00,2.26
60295,108.00,411.50,3.81
113503,3.00,7.00,2.33
118264,8.00,24.00,3.00
135551,2.00,4.00,2.00
4893,224.00,707.50,3.16
8686,31.00,108.00,3.48
132309,2.00,6.50,3.25
35828,9.00,34.00,3.78
85574,9.00,27.00,3.00
91871,1.00,3.00,3.00
26257,39.00,110.50,2.83
5190,52.00,186.00,3.58
86055,4.00,19.50,4.88
54536,4.00,11.00,2.75
51194,8.00,18.00,2.25
135965,2.00,7.00,3.50
114455,5.00,17.50,3.50
89759,1011.00,4001.50,3.96
80862,409.00,1430.50,3.50
136954,2.00,8.00,4.00
92106,11.00,27.50,2.50
85440,6.00,21.00,3.50
57706,24.00,83.50,3.48
2355,22472.00,80891.50,3.60
1556,5992.00,11715.50,1.96
71067,6.00,18.50,3.08
4257,17.00,42.00,2.47
146226,1.00,2.00,2.00
4613,833.00,2141.00,2.57
148681,1.00,3.00,3.00
113432,2.00,7.00,3.50
72850,12.00,46.00,3.83
146323,1.00,4.00,4.00
141483,1.00,5.00,5.00
139976,1.00,5.00,5.00
33587,56.00,186.00,3.32
32735,34.00,115.50,3.40
66897,4.00,9.50,2.38
53379,30.00,87.00,2.90
59850,8.00,26.00,3.25
150910,2.00,7.00,3.50
123681,1.00,0.50,0.50
145058,1.00,4.00,4.00
119037,1.00,3.00,3.00
2252,1685.00,5157.00,3.06
120102,2.00,6.50,3.25
33801,21.00,61.50,2.93
8371,4109.00,13505.50,3.29
5557,78.00,181.00,2.32
116026,1.00,3.00,3.00
2682,798.00,3034.50,3.80
26949,42.00,128.00,3.05
50271,12.00,40.00,3.33
27253,136.00,412.50,3.03
5356,75.00,112.00,1.49
141928,8.00,23.50,2.94
64517,4.00,12.00,3.00
147426,1.00,5.00,5.00
27838,731.00,2613.50,3.58
26163,267.00,1029.50,3.86
93723,100.00,306.00,3.06
148919,1.00,1.50,1.50
118332,3.00,7.00,2.33
126815,1.00,4.00,4.00
5529,464.00,1157.50,2.49
3941,118.00,229.00,1.94
104280,7.00,17.50,2.50
82047,6.00,21.00,3.50
87222,1471.00,5237.00,3.56
103669,65.00,177.00,2.72
90683,9.00,23.00,2.56
89707,4.00,17.00,4.25
147344,1.00,2.50,2.50
118258,3.00,8.50,2.83
3381,6.00,19.00,3.17
108540,102.00,394.50,3.87
6275,18.00,43.50,2.42
83193,22.00,85.50,3.89
5566,8.00,16.50,2.06
130836,1.00,1.00,1.00
130376,1.00,2.00,2.00
27874,41.00,118.00,2.88
121219,8.00,23.50,2.94
92348,6.00,21.00,3.50
130586,4.00,16.00,4.00
6539,29767.00,114276.00,3.84
1899,98.00,290.50,2.96
106559,11.00,27.00,2.45
99487,21.00,44.50,2.12
94407,2.00,9.00,4.50
43460,477.00,1638.50,3.44
134697,2.00,2.50,1.25
96807,4.00,7.00,1.75
57370,152.00,421.00,2.77
3656,22.00,68.00,3.09
26359,265.00,972.00,3.67
90237,12.00,44.00,3.67
49338,3.00,5.50,1.83
146162,1.00,2.50,2.50
118938,2.00,4.50,2.25
144282,3.00,10.50,3.50
367,35773.00,113749.00,3.18
148162,2.00,7.50,3.75
118468,20.00,76.50,3.83
3669,397.00,999.50,2.52
7246,14.00,30.50,2.18
125359,1.00,4.00,4.00
96842,1.00,3.00,3.00
107603,3.00,9.50,3.17
2750,2316.00,8583.00,3.71
2689,246.00,793.50,3.23
54049,20.00,61.00,3.05
3578,38460.00,152190.00,3.96
80181,41.00,130.00,3.17
105444,2.00,9.00,4.50
144388,3.00,6.00,2.00
123479,1.00,2.50,2.50
110196,1.00,1.50,1.50
89030,375.00,1176.50,3.14
2238,605.00,2331.00,3.85
140719,2.00,6.00,3.00
117622,1.00,3.50,3.50
149512,1.00,1.50,1.50
122296,2.00,7.00,3.50
122216,1.00,2.50,2.50
70687,154.00,492.00,3.19
32076,100.00,253.00,2.53
72670,16.00,34.50,2.16
114577,1.00,3.00,3.00
141397,6.00,18.00,3.00
55872,977.00,3546.00,3.63
110461,59.00,211.50,3.58
144936,2.00,6.00,3.00
127029,1.00,2.50,2.50
7568,4.00,16.50,4.12
452,1223.00,4358.00,3.56
144228,4.00,9.50,2.38
114146,2.00,6.00,3.00
42548,16.00,56.50,3.53
53833,15.00,55.00,3.67
87234,700.00,2616.00,3.74
53024,310.00,1204.50,3.89
106873,51.00,171.50,3.36
132586,4.00,16.00,4.00
105101,5.00,17.00,3.40
2232,6728.00,24197.00,3.60
78856,25.00,91.00,3.64
5930,86.00,274.50,3.19
67233,7.00,20.00,2.86
111380,2.00,6.50,3.25
73442,1.00,2.00,2.00
145522,2.00,7.50,3.75
1619,5510.00,18900.50,3.43
4783,668.00,2648.00,3.96
108760,35.00,114.00,3.26
106749,40.00,148.50,3.71
26066,5.00,16.00,3.20
140325,2.00,6.50,3.25
85278,13.00,42.00,3.23
99631,4.00,15.00,3.75
108546,2.00,7.00,3.50
101680,2.00,6.50,3.25
27369,178.00,655.00,3.68
78729,237.00,832.00,3.51
6829,111.00,292.50,2.64
80844,47.00,150.00,3.19
41644,18.00,52.00,2.89
84529,4.00,10.50,2.62
92758,2.00,5.50,2.75
89323,1.00,3.50,3.50
58376,513.00,1801.50,3.51
108819,1.00,3.00,3.00
2992,208.00,482.00,2.32
8920,115.00,428.50,3.73
144724,1.00,3.00,3.00
148290,1.00,3.50,3.50
98961,1823.00,6789.00,3.72
33641,12.00,37.50,3.12
96096,15.00,48.50,3.23
8267,16.00,51.50,3.22
103779,1.00,2.00,2.00
132902,3.00,11.00,3.67
113420,2.00,5.50,2.75
